range_tf,sig_tf,lookback,session,model,exit_type,reclaim_bars,fb_bars,sos_variant,vol_filter,n,tr_wk,win_pct,PF,expR,totR,maxDD_R,med_stop_pts
15m,5m,20,pre_ny,W4,exit3,3.0,,mid,,508,0.7853,23.4,0.28,-0.715,-363.2,-361.6,5.59
15m,5m,20,pre_ny,W4,fixed2r,3.0,,high,,264,0.4081,18.6,0.26,-0.824,-217.6,-219.3,5.42
15m,5m,20,pre_ny,W4,exit3,3.0,,high,,264,0.4081,18.2,0.19,-0.828,-218.6,-218.6,5.42
15m,5m,20,pre_ny,W5,target_or_2r,,2.0,,,2718,4.2019,40.6,0.7,-0.222,-602.8,-620.2,8.3
15m,5m,20,pre_ny,W5,exit3,,2.0,,,2718,4.2019,34.4,0.68,-0.2,-544.5,-559.3,8.3
15m,5m,20,pre_ny,W5,target_or_2r,,4.0,,,2815,4.3518,40.5,0.69,-0.228,-640.6,-652.3,8.57
15m,5m,20,pre_ny,W5,exit3,,4.0,,,2815,4.3518,34.1,0.68,-0.203,-572.4,-585.7,8.57
15m,5m,20,pre_ny,W6,fixed2r,,,,,70,0.1082,28.6,0.68,-0.253,-17.7,-23.3,12.83
15m,5m,20,pre_ny,W6,exit3,,,,,70,0.1082,28.6,0.57,-0.29,-20.3,-23.3,12.83
15m,5m,20,pre_ny,W7,fixed2r,,,mid,,755,1.1672,19.7,0.23,-0.927,-699.8,-699.1,3.66
15m,5m,20,pre_ny,W7,exit3,,,mid,,755,1.1672,18.0,0.16,-0.951,-717.8,-715.1,3.66
15m,5m,20,pre_ny,W7,fixed2r,,,high,,424,0.6555,19.8,0.22,-1.021,-432.7,-429.9,2.96
15m,5m,20,pre_ny,W7,exit3,,,high,,424,0.6555,17.9,0.15,-1.061,-449.7,-447.9,2.96
15m,5m,20,pre_ny,W8,fixed2r,,,mid,,577,0.892,18.9,0.23,-0.942,-543.5,-544.5,3.68
15m,5m,20,pre_ny,W8,exit3,,,mid,,577,0.892,18.2,0.16,-0.965,-557.0,-556.9,3.68
15m,5m,20,pre_ny,W8,fixed2r,,,high,,270,0.4174,18.1,0.25,-0.901,-243.2,-241.7,3.94
15m,5m,20,pre_ny,W8,exit3,,,high,,270,0.4174,18.1,0.18,-0.905,-244.5,-242.4,3.94
15m,5m,20,ny_am,W1,fixed2r,1.0,,,False,3910,6.0446,33.1,0.8,-0.156,-608.7,-617.6,12.46
15m,5m,20,ny_am,W1,exit3,1.0,,,False,3910,6.0446,33.1,0.73,-0.17,-664.5,-673.9,12.46
15m,5m,20,ny_am,W1+W11,fixed2r,1.0,,,True,2051,3.1707,32.5,0.77,-0.18,-369.7,-379.7,11.36
15m,5m,20,ny_am,W1+W11,exit3,1.0,,,True,2051,3.1707,32.5,0.69,-0.193,-396.0,-402.5,11.36
15m,5m,20,ny_am,W1,fixed2r,3.0,,,False,4409,6.816,32.6,0.79,-0.162,-714.2,-723.0,13.76
15m,5m,20,ny_am,W1,exit3,3.0,,,False,4409,6.816,32.6,0.73,-0.166,-732.5,-738.4,13.76
15m,5m,20,ny_am,W1+W11,fixed2r,3.0,,,True,2389,3.6932,32.4,0.78,-0.17,-406.5,-417.4,12.78
15m,5m,20,ny_am,W1+W11,exit3,3.0,,,True,2389,3.6932,32.4,0.71,-0.176,-420.9,-428.4,12.78
15m,5m,20,ny_am,W2,fixed2r,1.0,,,,4553,7.0386,31.6,0.7,-0.246,-1120.6,-1123.2,9.38
15m,5m,20,ny_am,W2,exit3,1.0,,,,4553,7.0386,31.6,0.64,-0.234,-1067.6,-1069.7,9.38
15m,5m,20,ny_am,W2,fixed2r,3.0,,,,5106,7.8936,31.2,0.7,-0.244,-1244.4,-1246.2,10.39
15m,5m,20,ny_am,W2,exit3,3.0,,,,5106,7.8936,31.2,0.64,-0.235,-1198.5,-1199.9,10.39
15m,5m,20,ny_am,W3,fixed2r,1.0,,mid,False,548,0.8472,19.3,0.27,-0.851,-466.3,-467.7,4.67
15m,5m,20,ny_am,W3,exit3,1.0,,mid,False,548,0.8472,18.8,0.2,-0.887,-486.3,-486.7,4.67
15m,5m,20,ny_am,W3+W11,fixed2r,1.0,,mid,True,450,0.6957,17.8,0.24,-0.896,-403.4,-402.9,4.77
15m,5m,20,ny_am,W3+W11,exit3,1.0,,mid,True,450,0.6957,17.3,0.18,-0.921,-414.4,-413.4,4.77
15m,5m,20,ny_am,W3,fixed2r,1.0,,high,False,206,0.3185,22.3,0.3,-0.806,-166.1,-167.7,4.33
15m,5m,20,ny_am,W3,exit3,1.0,,high,False,206,0.3185,21.8,0.22,-0.826,-170.1,-170.7,4.33
15m,5m,20,ny_am,W3+W11,fixed2r,1.0,,high,True,184,0.2845,20.1,0.26,-0.866,-159.3,-159.0,4.35
15m,5m,20,ny_am,W3+W11,exit3,1.0,,high,True,184,0.2845,19.6,0.19,-0.869,-159.8,-159.0,4.35
15m,5m,20,ny_am,W3,fixed2r,3.0,,mid,False,618,0.9554,19.6,0.27,-0.85,-525.3,-526.7,4.67
15m,5m,20,ny_am,W3,exit3,3.0,,mid,False,618,0.9554,19.1,0.2,-0.888,-548.8,-549.2,4.67
15m,5m,20,ny_am,W3+W11,fixed2r,3.0,,mid,True,514,0.7946,17.9,0.25,-0.9,-462.5,-462.0,4.77
15m,5m,20,ny_am,W3+W11,exit3,3.0,,mid,True,514,0.7946,17.5,0.18,-0.929,-477.5,-476.5,4.77
15m,5m,20,ny_am,W3,fixed2r,3.0,,high,False,222,0.3432,22.1,0.29,-0.816,-181.2,-182.8,4.33
15m,5m,20,ny_am,W3,exit3,3.0,,high,False,222,0.3432,21.6,0.21,-0.841,-186.7,-187.3,4.33
15m,5m,20,ny_am,W3+W11,fixed2r,3.0,,high,True,198,0.3061,20.2,0.26,-0.867,-171.6,-171.3,4.15
15m,5m,20,ny_am,W3+W11,exit3,3.0,,high,True,198,0.3061,19.7,0.19,-0.877,-173.6,-172.8,4.15
15m,5m,20,ny_am,W4,fixed2r,1.0,,mid,,617,0.9538,21.6,0.3,-0.767,-473.0,-470.8,5.19
15m,5m,20,ny_am,W4,exit3,1.0,,mid,,617,0.9538,21.2,0.22,-0.801,-494.5,-492.3,5.19
15m,5m,20,ny_am,W4,fixed2r,1.0,,high,,256,0.3958,18.0,0.25,-0.868,-222.3,-221.0,4.92
15m,5m,20,ny_am,W4,exit3,1.0,,high,,256,0.3958,18.0,0.18,-0.892,-228.3,-226.9,4.92
15m,5m,20,ny_am,W4,fixed2r,3.0,,mid,,678,1.0481,21.7,0.3,-0.77,-522.1,-520.6,5.04
15m,5m,20,ny_am,W4,exit3,3.0,,mid,,678,1.0481,21.4,0.22,-0.809,-548.6,-547.1,5.04
15m,5m,20,ny_am,W4,fixed2r,3.0,,high,,288,0.4452,18.4,0.25,-0.863,-248.4,-247.2,4.62
15m,5m,20,ny_am,W4,exit3,3.0,,high,,288,0.4452,18.4,0.19,-0.885,-254.9,-253.6,4.62
15m,5m,20,ny_am,W5,target_or_2r,,2.0,,,5849,9.0422,40.6,0.73,-0.18,-1055.0,-1056.0,12.68
15m,5m,20,ny_am,W5,exit3,,2.0,,,5849,9.0422,32.4,0.71,-0.176,-1027.3,-1027.8,12.68
15m,5m,20,ny_am,W5,target_or_2r,,4.0,,,5977,9.2401,40.6,0.74,-0.177,-1058.3,-1059.2,12.61
15m,5m,20,ny_am,W5,exit3,,4.0,,,5977,9.2401,32.5,0.72,-0.173,-1036.0,-1036.4,12.61
15m,5m,20,ny_am,W6,fixed2r,,,,,45,0.0696,20.0,0.38,-0.5,-22.5,-26.4,20.85
15m,5m,20,ny_am,W6,exit3,,,,,45,0.0696,26.7,0.49,-0.255,-11.5,-15.5,20.85
15m,5m,20,ny_am,W7,fixed2r,,,mid,,1118,1.7284,21.7,0.32,-0.748,-836.2,-834.3,5.17
15m,5m,20,ny_am,W7,exit3,,,mid,,1118,1.7284,21.0,0.23,-0.798,-892.7,-890.8,5.17
15m,5m,20,ny_am,W7,fixed2r,,,high,,721,1.1146,22.1,0.3,-0.791,-570.0,-573.6,4.7
15m,5m,20,ny_am,W7,exit3,,,high,,721,1.1146,21.2,0.22,-0.82,-591.5,-591.1,4.7
15m,5m,20,ny_am,W8,fixed2r,,,mid,,907,1.4022,19.6,0.28,-0.805,-730.4,-728.9,5.33
15m,5m,20,ny_am,W8,exit3,,,mid,,907,1.4022,19.1,0.21,-0.83,-752.4,-750.9,5.33
15m,5m,20,ny_am,W8,fixed2r,,,high,,618,0.9554,20.7,0.32,-0.745,-460.3,-462.0,5.98
15m,5m,20,ny_am,W8,exit3,,,high,,618,0.9554,20.4,0.24,-0.768,-474.8,-475.5,5.98
15m,5m,20,24h-control,W1,fixed2r,1.0,,,False,17103,26.4402,34.4,0.75,-0.198,-3382.7,-3404.8,7.95
15m,5m,20,24h-control,W1,exit3,1.0,,,False,17103,26.4402,34.3,0.67,-0.214,-3659.9,-3673.6,7.95
15m,5m,20,24h-control,W1+W11,fixed2r,1.0,,,True,5030,7.7761,33.6,0.74,-0.213,-1068.9,-1080.8,8.36
15m,5m,20,24h-control,W1+W11,exit3,1.0,,,True,5030,7.7761,33.5,0.65,-0.226,-1135.9,-1142.9,8.36
15m,5m,20,24h-control,W1,fixed2r,3.0,,,False,19677,30.4194,34.0,0.76,-0.193,-3793.9,-3815.9,8.84
15m,5m,20,24h-control,W1,exit3,3.0,,,False,19677,30.4194,33.9,0.68,-0.206,-4050.5,-4063.9,8.84
15m,5m,20,24h-control,W1+W11,fixed2r,3.0,,,True,6129,9.475,33.2,0.74,-0.209,-1281.7,-1296.4,9.1
15m,5m,20,24h-control,W1+W11,exit3,3.0,,,True,6129,9.475,33.1,0.66,-0.219,-1344.3,-1351.7,9.1
15m,5m,20,24h-control,W2,fixed2r,1.0,,,,20901,32.3116,32.7,0.65,-0.304,-6349.0,-6351.0,5.93
15m,5m,20,24h-control,W2,exit3,1.0,,,,20901,32.3116,32.6,0.57,-0.303,-6324.9,-6324.2,5.93
15m,5m,20,24h-control,W2,fixed2r,3.0,,,,24249,37.4874,32.4,0.66,-0.293,-7115.8,-7118.4,6.59
15m,5m,20,24h-control,W2,exit3,3.0,,,,24249,37.4874,32.3,0.58,-0.293,-7103.2,-7104.4,6.59
15m,5m,20,24h-control,W3,fixed2r,1.0,,mid,False,1682,2.6003,20.3,0.26,-0.877,-1475.9,-1475.6,3.84
15m,5m,20,24h-control,W3,exit3,1.0,,mid,False,1682,2.6003,19.0,0.18,-0.915,-1538.9,-1537.6,3.84
15m,5m,20,24h-control,W3+W11,fixed2r,1.0,,mid,True,938,1.4501,20.1,0.26,-0.869,-815.6,-814.1,4.12
15m,5m,20,24h-control,W3+W11,exit3,1.0,,mid,True,938,1.4501,18.9,0.19,-0.904,-847.6,-846.1,4.12
15m,5m,20,24h-control,W3,fixed2r,1.0,,high,False,506,0.7822,21.7,0.29,-0.816,-412.9,-411.4,4.38
15m,5m,20,24h-control,W3,exit3,1.0,,high,False,506,0.7822,20.9,0.21,-0.834,-421.9,-419.9,4.38
15m,5m,20,24h-control,W3+W11,fixed2r,1.0,,high,True,348,0.538,18.7,0.24,-0.903,-314.4,-313.0,4.43
15m,5m,20,24h-control,W3+W11,exit3,1.0,,high,True,348,0.538,18.1,0.17,-0.905,-314.9,-313.0,4.43
15m,5m,20,24h-control,W3,fixed2r,3.0,,mid,False,1904,2.9435,20.6,0.26,-0.884,-1682.8,-1682.5,3.74
15m,5m,20,24h-control,W3,exit3,3.0,,mid,False,1904,2.9435,19.4,0.18,-0.923,-1757.3,-1756.0,3.74
15m,5m,20,24h-control,W3+W11,fixed2r,3.0,,mid,True,1099,1.699,19.7,0.25,-0.892,-980.5,-979.1,3.96
15m,5m,20,24h-control,W3+W11,exit3,3.0,,mid,True,1099,1.699,18.7,0.18,-0.927,-1018.5,-1017.1,3.96
15m,5m,20,24h-control,W3,fixed2r,3.0,,high,False,574,0.8874,21.6,0.28,-0.821,-471.0,-469.5,4.43
15m,5m,20,24h-control,W3,exit3,3.0,,high,False,574,0.8874,20.6,0.2,-0.841,-483.0,-481.0,4.43
15m,5m,20,24h-control,W3+W11,fixed2r,3.0,,high,True,388,0.5998,19.1,0.24,-0.892,-346.0,-344.6,4.33
15m,5m,20,24h-control,W3+W11,exit3,3.0,,high,True,388,0.5998,18.6,0.18,-0.893,-346.5,-344.6,4.33
15m,5m,20,24h-control,W4,fixed2r,1.0,,mid,,1915,2.9605,21.8,0.28,-0.829,-1588.2,-1586.5,3.75
15m,5m,20,24h-control,W4,exit3,1.0,,mid,,1915,2.9605,20.8,0.2,-0.865,-1656.2,-1654.5,3.75
15m,5m,20,24h-control,W4,fixed2r,1.0,,high,,670,1.0358,18.8,0.25,-0.875,-585.9,-583.3,4.58
15m,5m,20,24h-control,W4,exit3,1.0,,high,,670,1.0358,18.2,0.18,-0.893,-598.4,-595.8,4.58
15m,5m,20,24h-control,W4,fixed2r,3.0,,mid,,2155,3.3315,21.2,0.27,-0.867,-1868.1,-1866.5,3.6
15m,5m,20,24h-control,W4,exit3,3.0,,mid,,2155,3.3315,20.1,0.19,-0.898,-1935.1,-1933.5,3.6
15m,5m,20,24h-control,W4,fixed2r,3.0,,high,,766,1.1842,18.4,0.24,-0.887,-679.1,-676.5,4.41
15m,5m,20,24h-control,W4,exit3,3.0,,high,,766,1.1842,17.9,0.17,-0.903,-691.6,-689.0,4.41
15m,5m,20,24h-control,W5,target_or_2r,,2.0,,,29467,45.5541,37.9,0.7,-0.235,-6911.9,-6937.5,7.91
15m,5m,20,24h-control,W5,exit3,,2.0,,,29467,45.5541,33.7,0.64,-0.239,-7052.9,-7069.3,7.91
15m,5m,20,24h-control,W5,target_or_2r,,4.0,,,29680,45.8834,37.9,0.7,-0.232,-6886.6,-6912.1,8.0
15m,5m,20,24h-control,W5,exit3,,4.0,,,29680,45.8834,33.7,0.64,-0.236,-7009.6,-7025.9,8.0
15m,5m,20,24h-control,W6,fixed2r,,,,,663,1.025,31.1,0.76,-0.18,-119.6,-150.9,11.29
15m,5m,20,24h-control,W6,exit3,,,,,663,1.025,33.2,0.67,-0.202,-134.2,-153.1,11.29
15m,5m,20,24h-control,W7,fixed2r,,,mid,,5247,8.1115,22.4,0.25,-0.91,-4776.8,-4774.6,2.9
15m,5m,20,24h-control,W7,exit3,,,mid,,5247,8.1115,20.5,0.17,-0.944,-4952.4,-4949.7,2.9
15m,5m,20,24h-control,W7,fixed2r,,,high,,3430,5.3026,22.5,0.25,-0.932,-3195.2,-3195.9,2.7
15m,5m,20,24h-control,W7,exit3,,,high,,3430,5.3026,20.4,0.17,-0.957,-3283.7,-3283.9,2.7
15m,5m,20,24h-control,W8,fixed2r,,,mid,,4300,6.6475,21.0,0.25,-0.905,-3893.4,-3891.9,3.3
15m,5m,20,24h-control,W8,exit3,,,mid,,4300,6.6475,19.6,0.17,-0.939,-4036.3,-4034.8,3.3
15m,5m,20,24h-control,W8,fixed2r,,,high,,2561,3.9591,19.9,0.25,-0.899,-2302.4,-2301.0,3.92
15m,5m,20,24h-control,W8,exit3,,,high,,2561,3.9591,19.0,0.18,-0.91,-2331.6,-2330.2,3.92
15m,5m,40,asia,W1,fixed2r,1.0,,,False,426,0.6586,37.6,0.88,-0.093,-39.7,-73.7,7.91
15m,5m,40,asia,W1,exit3,1.0,,,False,426,0.6586,37.6,0.8,-0.124,-52.7,-73.8,7.91
15m,5m,40,asia,W1+W11,fixed2r,1.0,,,True,72,0.1113,30.6,0.67,-0.277,-19.9,-31.3,8.35
15m,5m,40,asia,W1+W11,exit3,1.0,,,True,72,0.1113,30.6,0.64,-0.221,-15.9,-23.8,8.35
15m,5m,40,asia,W1,fixed2r,3.0,,,False,499,0.7714,36.5,0.87,-0.103,-51.6,-82.8,9.21
15m,5m,40,asia,W1,exit3,3.0,,,False,499,0.7714,36.5,0.81,-0.113,-56.6,-74.3,9.21
15m,5m,40,asia,W1+W11,fixed2r,3.0,,,True,99,0.153,31.3,0.69,-0.257,-25.4,-40.0,9.21
15m,5m,40,asia,W1+W11,exit3,3.0,,,True,99,0.153,31.3,0.7,-0.181,-17.9,-28.0,9.21
15m,5m,40,asia,W2,fixed2r,1.0,,,,391,0.6045,32.2,0.62,-0.334,-130.7,-130.3,4.81
15m,5m,40,asia,W2,exit3,1.0,,,,391,0.6045,32.2,0.55,-0.314,-122.7,-121.8,4.81
15m,5m,40,asia,W2,fixed2r,3.0,,,,463,0.7158,31.7,0.63,-0.323,-149.5,-149.2,5.29
15m,5m,40,asia,W2,exit3,3.0,,,,463,0.7158,31.7,0.56,-0.302,-139.8,-138.9,5.29
15m,5m,40,asia,W3,fixed2r,1.0,,mid,False,3,0.0046,0.0,0.0,-1.805,-5.4,-3.9,2.21
15m,5m,40,asia,W3,exit3,1.0,,mid,False,3,0.0046,0.0,0.0,-1.805,-5.4,-3.9,2.21
15m,5m,40,asia,W3+W11,fixed2r,1.0,,mid,True,2,0.0031,0.0,0.0,-2.065,-4.1,-2.6,1.48
15m,5m,40,asia,W3+W11,exit3,1.0,,mid,True,2,0.0031,0.0,0.0,-2.065,-4.1,-2.6,1.48
15m,5m,40,asia,W3,fixed2r,1.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
15m,5m,40,asia,W3,exit3,1.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
15m,5m,40,asia,W3+W11,fixed2r,1.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
15m,5m,40,asia,W3+W11,exit3,1.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
15m,5m,40,asia,W3,fixed2r,3.0,,mid,False,7,0.0108,28.6,0.24,-0.898,-6.3,-7.5,1.51
15m,5m,40,asia,W3,exit3,3.0,,mid,False,7,0.0108,28.6,0.12,-1.04,-7.3,-8.0,1.51
15m,5m,40,asia,W3+W11,fixed2r,3.0,,mid,True,3,0.0046,0.0,0.0,-1.974,-5.9,-4.4,1.51
15m,5m,40,asia,W3+W11,exit3,3.0,,mid,True,3,0.0046,0.0,0.0,-1.974,-5.9,-4.4,1.51
15m,5m,40,asia,W3,fixed2r,3.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
15m,5m,40,asia,W3,exit3,3.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
15m,5m,40,asia,W3+W11,fixed2r,3.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
15m,5m,40,asia,W3+W11,exit3,3.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
15m,5m,40,asia,W4,fixed2r,1.0,,mid,,1,0.0015,0.0,0.0,-1.7,-1.7,0.0,1.71
15m,5m,40,asia,W4,exit3,1.0,,mid,,1,0.0015,0.0,0.0,-1.7,-1.7,0.0,1.71
15m,5m,40,asia,W4,fixed2r,1.0,,high,,2,0.0031,0.0,0.0,-1.457,-2.9,-1.7,3.75
15m,5m,40,asia,W4,exit3,1.0,,high,,2,0.0031,0.0,0.0,-1.457,-2.9,-1.7,3.75
15m,5m,40,asia,W4,fixed2r,3.0,,mid,,3,0.0046,33.3,0.27,-1.206,-3.6,-1.7,1.71
15m,5m,40,asia,W4,exit3,3.0,,mid,,3,0.0046,33.3,0.17,-1.372,-4.1,-1.7,1.71
15m,5m,40,asia,W4,fixed2r,3.0,,high,,2,0.0031,0.0,0.0,-1.457,-2.9,-1.7,3.75
15m,5m,40,asia,W4,exit3,3.0,,high,,2,0.0031,0.0,0.0,-1.457,-2.9,-1.7,3.75
15m,5m,40,asia,W5,target_or_2r,,2.0,,,800,1.2367,33.0,0.67,-0.274,-219.0,-220.4,7.42
15m,5m,40,asia,W5,exit3,,2.0,,,800,1.2367,32.4,0.63,-0.247,-197.2,-198.1,7.42
15m,5m,40,asia,W5,target_or_2r,,4.0,,,819,1.2661,32.7,0.67,-0.27,-221.5,-222.9,8.1
15m,5m,40,asia,W5,exit3,,4.0,,,819,1.2661,32.2,0.64,-0.238,-195.2,-196.1,8.1
15m,5m,40,asia,W6,fixed2r,,,,,1,0.0015,0.0,0.0,-1.136,-1.1,0.0,8.82
15m,5m,40,asia,W6,exit3,,,,,1,0.0015,0.0,0.0,-1.136,-1.1,0.0,8.82
15m,5m,40,asia,W7,fixed2r,,,mid,,98,0.1515,26.5,0.25,-0.879,-86.1,-87.3,2.13
15m,5m,40,asia,W7,exit3,,,mid,,98,0.1515,23.5,0.15,-0.976,-95.6,-96.3,2.13
15m,5m,40,asia,W7,fixed2r,,,high,,44,0.068,13.6,0.11,-1.419,-62.4,-60.5,1.73
15m,5m,40,asia,W7,exit3,,,high,,44,0.068,13.6,0.07,-1.407,-61.9,-61.0,1.73
15m,5m,40,asia,W8,fixed2r,,,mid,,74,0.1144,16.2,0.18,-1.11,-82.2,-78.9,3.24
15m,5m,40,asia,W8,exit3,,,mid,,74,0.1144,14.9,0.13,-1.097,-81.2,-77.9,3.24
15m,5m,40,asia,W8,fixed2r,,,high,,63,0.0974,23.8,0.32,-0.803,-50.6,-49.8,4.39
15m,5m,40,asia,W8,exit3,,,high,,63,0.0974,23.8,0.25,-0.795,-50.1,-48.8,4.39
15m,5m,40,london,W1,fixed2r,1.0,,,False,1281,1.9803,31.7,0.62,-0.337,-431.5,-432.4,6.3
15m,5m,40,london,W1,exit3,1.0,,,False,1281,1.9803,31.6,0.54,-0.326,-417.5,-418.0,6.3
15m,5m,40,london,W1+W11,fixed2r,1.0,,,True,369,0.5705,31.4,0.59,-0.366,-135.2,-136.4,5.6
15m,5m,40,london,W1+W11,exit3,1.0,,,True,369,0.5705,31.4,0.51,-0.356,-131.2,-131.9,5.6
15m,5m,40,london,W1,fixed2r,3.0,,,False,1494,2.3096,31.4,0.63,-0.324,-483.5,-485.8,6.87
15m,5m,40,london,W1,exit3,3.0,,,False,1494,2.3096,31.4,0.55,-0.321,-480.0,-481.3,6.87
15m,5m,40,london,W1+W11,fixed2r,3.0,,,True,480,0.742,29.8,0.57,-0.387,-185.5,-187.5,6.55
15m,5m,40,london,W1+W11,exit3,3.0,,,True,480,0.742,29.8,0.49,-0.375,-180.0,-180.5,6.55
15m,5m,40,london,W2,fixed2r,1.0,,,,1299,2.0082,31.3,0.58,-0.384,-498.5,-503.6,5.16
15m,5m,40,london,W2,exit3,1.0,,,,1299,2.0082,31.3,0.49,-0.393,-511.0,-513.1,5.16
15m,5m,40,london,W2,fixed2r,3.0,,,,1562,2.4148,31.6,0.61,-0.352,-550.3,-556.4,5.82
15m,5m,40,london,W2,exit3,3.0,,,,1562,2.4148,31.6,0.51,-0.367,-573.8,-577.4,5.82
15m,5m,40,london,W3,fixed2r,1.0,,mid,False,83,0.1283,24.1,0.21,-1.049,-87.1,-84.8,2.18
15m,5m,40,london,W3,exit3,1.0,,mid,False,83,0.1283,19.3,0.13,-1.097,-91.1,-88.8,2.18
15m,5m,40,london,W3+W11,fixed2r,1.0,,mid,True,41,0.0634,31.7,0.26,-0.94,-38.6,-36.5,1.5
15m,5m,40,london,W3+W11,exit3,1.0,,mid,True,41,0.0634,24.4,0.16,-1.001,-41.1,-39.5,1.5
15m,5m,40,london,W3,fixed2r,1.0,,high,False,8,0.0124,25.0,0.12,-1.313,-10.5,-8.0,1.14
15m,5m,40,london,W3,exit3,1.0,,high,False,8,0.0124,12.5,0.06,-1.438,-11.5,-9.0,1.14
15m,5m,40,london,W3+W11,fixed2r,1.0,,high,True,7,0.0108,28.6,0.13,-1.346,-9.4,-6.9,0.78
15m,5m,40,london,W3+W11,exit3,1.0,,high,True,7,0.0108,14.3,0.06,-1.489,-10.4,-7.9,0.78
15m,5m,40,london,W3,fixed2r,3.0,,mid,False,90,0.1391,23.3,0.2,-1.065,-95.9,-93.6,2.11
15m,5m,40,london,W3,exit3,3.0,,mid,False,90,0.1391,18.9,0.13,-1.104,-99.4,-97.1,2.11
15m,5m,40,london,W3+W11,fixed2r,3.0,,mid,True,49,0.0758,24.5,0.19,-1.114,-54.6,-52.3,1.9
15m,5m,40,london,W3+W11,exit3,3.0,,mid,True,49,0.0758,18.4,0.12,-1.135,-55.6,-53.3,1.9
15m,5m,40,london,W3,fixed2r,3.0,,high,False,9,0.0139,22.2,0.09,-1.46,-13.1,-10.6,0.78
15m,5m,40,london,W3,exit3,3.0,,high,False,9,0.0139,11.1,0.05,-1.571,-14.1,-11.6,0.78
15m,5m,40,london,W3+W11,fixed2r,3.0,,high,True,7,0.0108,28.6,0.13,-1.346,-9.4,-6.9,0.78
15m,5m,40,london,W3+W11,exit3,3.0,,high,True,7,0.0108,14.3,0.06,-1.489,-10.4,-7.9,0.78
15m,5m,40,london,W4,fixed2r,1.0,,mid,,85,0.1314,29.4,0.33,-0.804,-68.3,-67.9,2.17
15m,5m,40,london,W4,exit3,1.0,,mid,,85,0.1314,28.2,0.22,-0.874,-74.3,-74.4,2.17
15m,5m,40,london,W4,fixed2r,1.0,,high,,17,0.0263,5.9,0.03,-1.417,-24.1,-22.8,2.76
15m,5m,40,london,W4,exit3,1.0,,high,,17,0.0263,5.9,0.02,-1.329,-22.6,-20.8,2.76
15m,5m,40,london,W4,fixed2r,3.0,,mid,,104,0.1608,26.9,0.3,-0.852,-88.6,-88.2,2.18
15m,5m,40,london,W4,exit3,3.0,,mid,,104,0.1608,26.0,0.21,-0.91,-94.6,-94.7,2.18
15m,5m,40,london,W4,fixed2r,3.0,,high,,18,0.0278,5.6,0.03,-1.416,-25.5,-24.2,2.85
15m,5m,40,london,W4,exit3,3.0,,high,,18,0.0278,5.6,0.01,-1.333,-24.0,-22.2,2.85
15m,5m,40,london,W5,target_or_2r,,2.0,,,2294,3.5464,33.9,0.59,-0.359,-822.8,-827.0,6.24
15m,5m,40,london,W5,exit3,,2.0,,,2294,3.5464,31.8,0.53,-0.34,-780.7,-784.9,6.24
15m,5m,40,london,W5,target_or_2r,,4.0,,,2346,3.6268,33.9,0.59,-0.351,-824.6,-828.8,6.35
15m,5m,40,london,W5,exit3,,4.0,,,2346,3.6268,31.9,0.53,-0.333,-781.3,-785.4,6.35
15m,5m,40,london,W6,fixed2r,,,,,26,0.0402,15.4,0.32,-0.64,-16.7,-17.3,11.92
15m,5m,40,london,W6,exit3,,,,,26,0.0402,15.4,0.3,-0.525,-13.7,-13.8,11.92
15m,5m,40,london,W7,fixed2r,,,mid,,425,0.657,25.2,0.25,-0.948,-403.1,-400.7,2.1
15m,5m,40,london,W7,exit3,,,mid,,425,0.657,22.4,0.17,-0.978,-415.6,-413.2,2.1
15m,5m,40,london,W7,fixed2r,,,high,,206,0.3185,19.4,0.18,-1.107,-228.0,-226.7,2.33
15m,5m,40,london,W7,exit3,,,high,,206,0.3185,15.5,0.13,-1.082,-223.0,-221.2,2.33
15m,5m,40,london,W8,fixed2r,,,mid,,345,0.5333,22.3,0.25,-0.951,-328.2,-325.0,3.08
15m,5m,40,london,W8,exit3,,,mid,,345,0.5333,20.0,0.17,-1.015,-350.2,-348.0,3.08
15m,5m,40,london,W8,fixed2r,,,high,,211,0.3262,19.4,0.22,-0.992,-209.3,-206.5,3.31
15m,5m,40,london,W8,exit3,,,high,,211,0.3262,19.0,0.15,-1.027,-216.8,-214.0,3.31
15m,5m,40,pre_ny,W1,fixed2r,1.0,,,False,1060,1.6387,34.2,0.75,-0.199,-211.0,-214.7,8.38
15m,5m,40,pre_ny,W1,exit3,1.0,,,False,1060,1.6387,34.2,0.65,-0.23,-243.6,-245.2,8.38
15m,5m,40,pre_ny,W1+W11,fixed2r,1.0,,,True,405,0.6261,37.0,0.88,-0.089,-36.0,-49.5,9.76
15m,5m,40,pre_ny,W1+W11,exit3,1.0,,,True,405,0.6261,37.0,0.78,-0.138,-55.8,-61.5,9.76
